Ticker,Company Name,Currency,Exchange,Country/Region,Type,Price,Avg Vol,ISIN
ENO SQ Equity,Elecnor SA,EUR,SQ,ES,Common Stock,12.35,20144.83,
ITX EU Equity,Industria de Diseno Textil SA,EUR,EU,ES,Common Stock,22.53,16364780,
REPYF US Equity,Repsol SA,USD,US,ES,Common Stock,16.13,634.3666382,
LLN SQ Equity,Lleidanetworks Serveis Telematics SA,EUR,SQ,ES,Common Stock,3.78,70881.53,
NYE SM Equity,NYESA Valores Corp SA,EUR,SM,ES,Common Stock,0.0029,53479130,
MONI SM Equity,Mondo TV Studios SAU,EUR,SM,ES,Common Stock,0.382,25850.7,
RIO SM Equity,Bodegas Riojanas SA,EUR,SM,ES,Common Stock,2.9,1522.233,
APPSEUR EU Equity,Applus Services SA,EUR,EU,ES,Common Stock,7.005,637056.1,
LBTSF US Equity,Almirall SA,USD,US,ES,Common Stock,10.4,26.66666603,
ART SQ Equity,Arteche Lantegi Elkartea SA,EUR,SQ,ES,Common Stock,3.1,12864.57,
ADZ SM Equity,Adolfo Dominguez SA,EUR,SM,ES,Common Stock,3.73,1592.167,
NAT SM Equity,Natra SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
AENAEUR EU Equity,Aena SME SA,EUR,EU,ES,Common Stock,141.4,401469.5,
FERE I2 Equity,Ferrovial SA,EUR,I2,ES,Common Stock,24.11,625975.4,
CABKE QE Equity,CaixaBank SA,EUR,QE,ES,Common Stock,3.433,1862333,
FRRVF US Equity,Ferrovial SA,USD,US,ES,Common Stock,24.8,128.0666656,
GCTAF US Equity,Siemens Gamesa Renewable Energy SA,USD,US,ES,Common Stock,19.15,12881.0332,
1092Z SM Equity,Futbol Club Barcelona SL,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
DIA SQ Equity,Distribuidora Internacional de Alimentacion SA,EUR,SQ,ES,Common Stock,0.0143,33784670,
SCYR EU Equity,Sacyr SA,EUR,EU,ES,Common Stock,2.674,3926961,
YSIL SM Equity,Silicius Real Estate Socimi SA,EUR,SM,ES,Common Stock,15.9,69.96667,
MIO SM Equity,Media Investment Optimization SA,EUR,SM,ES,Common Stock,7,743.7667,
TEFOF US Equity,Telefonica SA,USD,US,ES,Common Stock,5.47,10566.2002,
ALPHI FP Equity,Facephi Biometria SA,EUR,FP,ES,Common Stock,3.05,129.0667,
MED SM Equity,Medcom Tech SA,EUR,SM,ES,Common Stock,0.89,136.8333,
AMP SQ Equity,Amper SA,EUR,SQ,ES,Common Stock,0.248,2050363,
BBVA EU Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,EU,ES,Common Stock,5.099,49678960,
CABKE T1 Equity,CaixaBank SA,EUR,T1,ES,Common Stock,3.433,1553668,
AEDAS SQ Equity,Aedas Homes SA,EUR,SQ,ES,Common Stock,21.9,7221.333,
FERE IX Equity,Ferrovial SA,EUR,IX,ES,Common Stock,24.33,2574.133,
OHLA SQ Equity,Obrascon Huarte Lain SA,EUR,SQ,ES,Common Stock,0.744,1278478,
PRO SQ Equity,Proeduca Altus SL,EUR,SQ,ES,Common Stock,18.3,578.0667,
EEP SM Equity,EuroEspes SA,EUR,SM,ES,Common Stock,0.49,10551.3,
MTB SM Equity,Montebalito SA,EUR,SM,ES,Common Stock,1.4,5326.667,
ALQP FP Equity,Quadpack Industries,EUR,FP,ES,Common Stock,23.2,1,
BTO SM Equity,Banco Espanol de Credito SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
MLSCI FP Equity,Scientia School SA,EUR,FP,ES,Common Stock,#N/A N/A,0,
0HIT LO Equity,Iberdrola SA,EUR,LO,ES,Common Stock,10.753,284398.9,
BBVA* MF Equity,Banco Bilbao Vizcaya Argentaria SA,MXN,MF,ES,Common Stock,107.5,14480.2,
FAE SQ Equity,Faes Farma SA,EUR,SQ,ES,Common Stock,4.015,383469.6,
ABFOF US Equity,Abertis Infraestructuras SA,USD,US,ES,Common Stock,#N/A N/A,0,
MLINT FP Equity,Iante Investments Socimi SA,EUR,FP,ES,Common Stock,4.62,#N/A N/A,
EDDRF US Equity,eDreams ODIGEO SA,USD,US,ES,Common Stock,7.25,924.0999756,
YVIV SM Equity,Vivenio Residencial Socimi SA,EUR,SM,ES,Common Stock,1.35,0,
ALB SQ Equity,Corp Financiera Alba SA,EUR,SQ,ES,Common Stock,56,33802.96,
LGT SM Equity,Lingotes Especiales SA,EUR,SM,ES,Common Stock,10.15,1519.567,
SLR EU Equity,Solaria Energia y Medio Ambiente SA,EUR,EU,ES,Common Stock,21.65,1234116,
GASNF US Equity,Naturgy Energy Group SA,USD,US,ES,Common Stock,29.79,109.3333359,
EDR1EUR EU Equity,eDreams ODIGEO SA,EUR,EU,ES,Common Stock,6.97,344853.6,
DOM SQ Equity,Global Dominion Access SA,EUR,SQ,ES,Common Stock,4.125,118291.5,
CLNXE I2 Equity,Cellnex Telecom SA,EUR,I2,ES,Common Stock,41.54,997734.6,
FER EU Equity,Ferrovial SA,EUR,EU,ES,Common Stock,24.11,2819322,
UFG GR Equity,Ferrovial SA,EUR,GR,ES,Common Stock,23.94,32.56667,
1936734D SM Equity,Ferrovial SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ELE EU Equity,Endesa SA,EUR,EU,ES,Common Stock,20.56,2486207,
IDEXF US Equity,Industria de Diseno Textil SA,USD,US,ES,Common Stock,24.17,51250.5,
PANG SQ Equity,Pangaea Oncology SA,EUR,SQ,ES,Common Stock,1.72,447.2667,
EDRVF US Equity,EDP Renovaveis SA,USD,US,ES,Common Stock,24.6701,159.7333374,
MEL EU Equity,Melia Hotels International SA,EUR,EU,ES,Common Stock,7.55,2181370,
VIS EU Equity,Viscofan SA,EUR,EU,ES,Common Stock,50.375,162165.2,
AGIL SQ Equity,Agile Content SA,EUR,SQ,ES,Common Stock,5.6,11037.33,
CIE SQ Equity,CIE Automotive SA,EUR,SQ,ES,Common Stock,24.52,215068.1,
GCO SQ Equity,Grupo Catalana Occidente SA,EUR,SQ,ES,Common Stock,28.9,36152.87,
MLIFS FP Equity,Impulse Fitness Solutions SA,EUR,FP,ES,Common Stock,12.8,11.16667,
CODEF US Equity,Codere SA/Spain,USD,US,ES,Common Stock,#N/A N/A,#N/A N/A,
E2Z GR Equity,Almirall SA,EUR,GR,ES,Common Stock,10.37,79.1,
TUB SQ Equity,Tubacex SA,EUR,SQ,ES,Common Stock,2.47,365337.6,
91648Z SM Equity,Autonomous Community of Madrid Spain,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ALQ SQ Equity,Alquiber Quality SA,EUR,SQ,ES,Common Stock,5.85,971.9333,
MVCEUR EU Equity,Metrovacesa SA,EUR,EU,ES,Common Stock,7.07,485433.3,
ADX SQ Equity,Audax Renovables SA,EUR,SQ,ES,Common Stock,1.252,410347.1,
TR1 SM Equity,Tier 1 Technology SA,EUR,SM,ES,Common Stock,2.79,15024.73,
A3M SQ Equity,Atresmedia Corp de Medios de Comunicacion SA,EUR,SQ,ES,Common Stock,4.058,353759.8,
ISE SM Equity,Innovative Solutions Ecosystem SA,EUR,SM,ES,Common Stock,0.598,10575.93,
ENER SQ Equity,Grupo Ecoener SA,EUR,SQ,ES,Common Stock,5.62,24436.77,
ENGGF US Equity,Enagas SA,USD,US,ES,Common Stock,22.77,28.56666756,
1964719D SM Equity,Iberdrola SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ALT SM Equity,Altadis SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
AYC SM Equity,Ayco Grupo Inmobiliario SA,EUR,SM,ES,Common Stock,0.68,0,
RBT SM Equity,Robot SA,EUR,SM,ES,Common Stock,2.02,335.2667,
YHCR SM Equity,Home Capital Rentals Socimi SA,EUR,SM,ES,Common Stock,7.5,108.8333,
1902125D SM Equity,Primafrio Corp SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ALNT SQ Equity,Alantra Partners SA,EUR,SQ,ES,Common Stock,14,10212.37,
ZRDZF US Equity,Zardoya Otis SA,USD,US,ES,Common Stock,#N/A N/A,0,
BOY TH Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,TH,ES,Common Stock,5.077,32801.96,
YLFG SM Equity,La Finca Global Assets SOCIMI SA,EUR,SM,ES,Common Stock,5.15,98.4,
ECR SQ Equity,Ercros SA,EUR,SQ,ES,Common Stock,3.445,164037.4,
SGREE PO Equity,Siemens Gamesa Renewable Energy SA,EUR,PO,ES,Common Stock,18.02,53384.67,
1397506D SM Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
GSH SM Equity,Mobiliaria Monesa SA,EUR,SM,ES,Common Stock,2.1,0.03333334,
SAB3 EU Equity,Banco de Sabadell SA,EUR,EU,ES,Common Stock,0.841,76620190,
ORYZF US Equity,Oryzon Genomics SA,USD,US,ES,Common Stock,2.6,3.333333254,
IBE IM Equity,Iberdrola SA,EUR,IM,ES,Common Stock,11,2410.233,
SEC SM Equity,Secuoya Grupo de Comunicacion SA,EUR,SM,ES,Common Stock,5.9,8.366667,
WBX UN Equity,Wallbox NV,USD,UN,ES,Common Stock,9.8,54649.93359,
YINB1 SM Equity,Inbest Prime I Inmuebles Socimi SA,EUR,SM,ES,Common Stock,1.16,0,
ALM3 EU Equity,Almirall SA,EUR,EU,ES,Common Stock,10.42,1021696,
BBV BB Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,BB,ES,Common Stock,4.8935,62.53333,
TNE5 GY Equity,Telefonica SA,EUR,GY,ES,Common Stock,4.813,154825.2,
NTX SM Equity,Netex Knowledge Factory SA,EUR,SM,ES,Common Stock,3.28,1632.833,
TPZE I2 Equity,Food Delivery Brands Group SA,EUR,I2,ES,Common Stock,#N/A N/A,#N/A N/A,
YNPC SM Equity,Nextpoint Capital Socimi SA,EUR,SM,ES,Common Stock,10.8,0,
0TDE LI Equity,Telefonica SA,EUR,LI,ES,Common Stock,4.7855,694415.7,
ANA EU Equity,Acciona SA,EUR,EU,ES,Common Stock,187.7,405045.5,
GRFE I2 Equity,Grifols SA,EUR,I2,ES,Common Stock,19.555,814917.4,
UNJCFEUR EU Equity,Unicaja Banco SA,EUR,EU,ES,Common Stock,0.945,6402150,
CAM SM Equity,Caja de Ahorros del Mediterraneo,EUR,SM,ES,Common Stock,1.34,0,
ELZ SM Equity,Asturiana de Laminados SA,EUR,SM,ES,Common Stock,0.298,83377.3,
YARP SM Equity,Arrienda Rental Properties Socimi SA,EUR,SM,ES,Common Stock,2.9,0,
4CD1 GR Equity,Codere SA/Spain,EUR,GR,ES,Common Stock,#N/A N/A,0,
DESA SM Equity,Desarrollos especiales de sistemas de Anclaje SA,EUR,SM,ES,Common Stock,15.5,3.833333,
ENC EU Equity,Ence Energia y Celulosa SA,EUR,EU,ES,Common Stock,3.644,1898841,
ZDO GR Equity,Zardoya Otis SA,EUR,GR,ES,Common Stock,7,0,
HOME2EUR EU Equity,Neinor Homes SA,EUR,EU,ES,Common Stock,11.4,372523.5,
PRM SQ Equity,Prim SA,EUR,SQ,ES,Common Stock,14.2,3332.967,
FERE S4 Equity,Ferrovial SA,EUR,S4,ES,Common Stock,24.08,756.7333,
VOC SQ Equity,Vocento SA,EUR,SQ,ES,Common Stock,0.858,141038.1,
MLJ21 FP Equity,Jungle21 SA,EUR,FP,ES,Common Stock,#N/A N/A,#N/A N/A,
TL5 EU Equity,Mediaset Espana Comunicacion SA,EUR,EU,ES,Common Stock,4.102,1470947,
YIPS SQ Equity,Inversa Prime SOCIMI SA,EUR,SQ,ES,Common Stock,1.3,28800.8,
BVA SM Equity,Banco de Valencia SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
GAS EU Equity,Naturgy Energy Group SA,EUR,EU,ES,Common Stock,27.9,1190777,
NPG SM Equity,NPG Technology SA,EUR,SM,ES,Common Stock,1.57,0,
ALISP FP Equity,ISPD Network SA,EUR,FP,ES,Common Stock,4.08,519.3666,
BSD2 TH Equity,Banco Santander SA,EUR,TH,ES,Common Stock,3.0305,159162.9,
CMM SM Equity,Commcenter SA,EUR,SM,ES,Common Stock,2.14,56.66667,
FLUIF US Equity,Fluidra SA,USD,US,ES,Common Stock,26.1701,248.6000061,
ROVI EU Equity,Laboratorios Farmaceuticos Rovi SA,EUR,EU,ES,Common Stock,62.15,330555,
STCXH LX Equity,St Croix Holding Immobilier Socimi SA,EUR,LX,ES,Common Stock,#N/A N/A,0,
GRI SM Equity,Grino Ecologic SA,EUR,SM,ES,Common Stock,2.1,176.6667,
IXD1 TH Equity,Industria de Diseno Textil SA,EUR,TH,ES,Common Stock,22.54,10038.6,
RLIA SQ Equity,Realia Business SA,EUR,SQ,ES,Common Stock,0.96,64289.8,
TLX SM Equity,Telxius Telecom SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
IBE1 GR Equity,Iberdrola SA,EUR,GR,ES,Common Stock,10.92,29183.7,
LDA SQ Equity,Linea Directa Aseguradora SA Cia de Seguros y Reaseguros,EUR,SQ,ES,Common Stock,1.303,628986.9,
TNE5 GR Equity,Telefonica SA,EUR,GR,ES,Common Stock,4.813,163951.7,
472 GZ Equity,Cellnex Telecom SA,EUR,GZ,ES,Common Stock,41.4,17.96667,
AEDASEUR EU Equity,Aedas Homes SA,EUR,EU,ES,Common Stock,21.9,14751.2,
YINB7 SM Equity,Inbest Prime VII Inmuebles SOCIMI SA,EUR,SM,ES,Common Stock,1.03,216.6667,
1946440D SM Equity,Telefonica SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
BBVXF US Equity,Banco Bilbao Vizcaya Argentaria SA,USD,US,ES,Common Stock,5.495,18511.33398,
BIO SM Equity,Biosearch SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
NNRHF US Equity,Neinor Homes SA,USD,US,ES,Common Stock,#N/A N/A,0,
SANE EB Equity,Banco Santander SA,EUR,EB,ES,Common Stock,3.0277,33890500,
YIPSE L1 Equity,Inversa Prime SOCIMI SA,EUR,L1,ES,Common Stock,#N/A N/A,#N/A N/A,
1368829D SM Equity,Repsol SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
PRS EU Equity,Promotora de Informaciones SA,EUR,EU,ES,Common Stock,0.579,149968.5,
ZOTE EB Equity,Zardoya Otis SA,EUR,EB,ES,Common Stock,#N/A N/A,1016.133,
ABE EU Equity,Abertis Infraestructuras SA,EUR,EU,ES,Common Stock,#N/A N/A,#N/A N/A,
AMEN SM Equity,Aeternal Mentis SA,EUR,SM,ES,Common Stock,9.2,452.7667,
BBVAE I2 Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,I2,ES,Common Stock,5.099,10144080,
CASH SQ Equity,Prosegur Cash SA,EUR,SQ,ES,Common Stock,0.712,746969.3,
EDPRU PO Equity,EDP Renovaveis SA,EUR,PO,ES,Common Stock,22.75,12836.8,
MVCE EB Equity,Metrovacesa SA,EUR,EB,ES,Common Stock,7.05,92842.84,
SAI SQ Equity,Substrate Artificial Inteligence SA,EUR,SQ,ES,Common Stock,1.9,#N/A N/A,
SANT IM Equity,Banco Santander SA,EUR,IM,ES,Common Stock,3.032,16664.77,
UPL/N SM Equity,Adveo Group International SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
YMIB SM Equity,Mistral Iberia Real Estate Socimi SA,EUR,SM,ES,Common Stock,1.07,0,
BNDSF US Equity,Banco de Sabadell SA,USD,US,ES,Common Stock,0.8995,314.2666626,
CODEF UV Equity,Codere SA/Spain,USD,UV,ES,Common Stock,#N/A N/A,#N/A N/A,
REP TH Equity,Repsol SA,EUR,TH,ES,Common Stock,14.94,16564,
TEF IM Equity,Telefonica SA,EUR,IM,ES,Common Stock,4.798,7246.567,
ZOTE TQ Equity,Zardoya Otis SA,EUR,TQ,ES,Common Stock,#N/A N/A,171.9,
HOMEE I2 Equity,Neinor Homes SA,EUR,I2,ES,Common Stock,11.35,15008.57,
W29 GR Equity,Energia Innovacion y Desarrollo Fotovoltaico SA,EUR,GR,ES,Common Stock,59.8,72.5,
1879494D SM Equity,Opdenergy Holdings SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ATRY SQ Equity,Atrys Health SA,EUR,SQ,ES,Common Stock,7.5,18447.63,
AYO GR Equity,Abengoa SA,EUR,GR,ES,Common Stock,#N/A N/A,#N/A N/A,
FER EP Equity,Ferrovial SA,EUR,EP,ES,Common Stock,24.11,1313940,
GAM XV Equity,Siemens Gamesa Renewable Energy SA,EUR,XV,ES,Common Stock,18.02,3780105,
MCM SQ Equity,Miquel y Costas & Miquel SA,EUR,SQ,ES,Common Stock,12.46,16500.03,
TU1 GR Equity,Tubos Reunidos SA,EUR,GR,ES,Common Stock,0.343,0,
YINB3 SM Equity,Inbest Prime III Inmuebles Socimi SA,EUR,SM,ES,Common Stock,1.01,3333.333,
AZU GF Equity,Ebro Foods SA,EUR,GF,ES,Common Stock,16.56,122.8667,
BBVAE QE Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,QE,ES,Common Stock,5.097,2120553,
EZE SQ Equity,Grupo Ezentis SA,EUR,SQ,ES,Common Stock,0.1652,488752.9,
SAY SM Equity,Saeta Yield SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
SQRL SQ Equity,Squirrel Media SA,EUR,SQ,ES,Common Stock,3.5,4866.7,
BBVA IM Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,IM,ES,Common Stock,5.062,784.5,
IBE1 TH Equity,Iberdrola SA,EUR,TH,ES,Common Stock,10.925,29788.97,
IBR SM Equity,Iberdrola Renovables SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
QBT SM Equity,Quabit Inmobiliaria SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
YGO2 SM Equity,Greenoak Spain Holdings Socimi II SA,EUR,SM,ES,Common Stock,4.38,296.4333,
1234Z SM Equity,Grupo Isolux Corsan SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
EDW GR Equity,EDP Renovaveis SA,EUR,GR,ES,Common Stock,22.43,308,
IBEN MM Equity,Iberdrola SA,MXN,MM,ES,Common Stock,228.77,958.5333,
SANE I2 Equity,Banco Santander SA,EUR,I2,ES,Common Stock,3.038,25390420,
U8S GR Equity,Substrate Artificial Inteligence SA,EUR,GR,ES,Common Stock,1.962,#N/A N/A,
ZOTE S1 Equity,Zardoya Otis SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
BBVAE T1 Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,T1,ES,Common Stock,5.096,939530.2,
CLEO SM Equity,Cia Levantina de Edificacion y Obras Publicas SA,EUR,SM,ES,Common Stock,1.15,0,
E2Z TH Equity,Almirall SA,EUR,TH,ES,Common Stock,10.47,327.9333,
SAN XV Equity,Banco Santander SA,EUR,XV,ES,Common Stock,3.035,54380720,
1572241D SM Equity,Metrovacesa SA/Old,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ALME IX Equity,Almirall SA,EUR,IX,ES,Common Stock,10.31,323.6667,
TEFE I2 Equity,Telefonica SA,EUR,I2,ES,Common Stock,4.81,7254156,
TEFE S1 Equity,Telefonica SA,EUR,S1,ES,Common Stock,#N/A N/A,0,
1195Z SM Equity,Mutua Madrilena Automovilista,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
1398577D SM Equity,Food Delivery Brands SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
ACSE S1 Equity,ACS Actividades de Construccion y Servicios SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
EIDFEUR EU Equity,Energia Innovacion y Desarrollo Fotovoltaico SA,EUR,EU,ES,Common Stock,60.2,29132.1,
LIW SM Equity,Liwe Espanola SA,EUR,SM,ES,Common Stock,8,23.03333,
REPE I2 Equity,Repsol SA,EUR,I2,ES,Common Stock,14.98,3717805,
SPH SQ Equity,Profithol SL,EUR,SQ,ES,Common Stock,9.1,1948.1,
YINB2 SM Equity,Inbest Prime II Inmuebles Socimi SA,EUR,SM,ES,Common Stock,1.01,0,
1937733D US Equity,Wallbox NV,USD,US,ES,Common Stock,#N/A N/A,#N/A N/A,
ADL SQ Equity,ADL Bionatur Solutions SA,EUR,SQ,ES,Common Stock,0.302,189358.7,
DOMO SM Equity,Domo Activos SA,EUR,SM,ES,Common Stock,1.55,183.3333,
GCO EU Equity,Grupo Catalana Occidente SA,EUR,EU,ES,Common Stock,28.9,70283.13,
IBG SQ Equity,Iberpapel Gestion SA,EUR,SQ,ES,Common Stock,15.9,9559.6,
MLKTS PL Equity,Ktesios Real Estate Socimi SA,EUR,PL,ES,Common Stock,13.5,195.8333,
PMG NM Equity,Private Media Group Inc,EUR,NM,ES,Common Stock,#N/A N/A,#N/A N/A,
A3ME S1 Equity,Atresmedia Corp de Medios de Comunicacion SA,EUR,S1,ES,Common Stock,#N/A N/A,#N/A N/A,
FDRE I2 Equity,Fluidra SA,EUR,I2,ES,Common Stock,24.72,306616.7,
ITX IM Equity,Industria de Diseno Textil SA,EUR,IM,ES,Common Stock,22.6,603.1334,
0P2N LI Equity,Ferrovial SA,EUR,LI,ES,Common Stock,24.155,107849.8,
CASH2EUR EU Equity,Prosegur Cash SA,EUR,EU,ES,Common Stock,0.712,1351873,
CDRE BQ Equity,Codere SA/Spain,EUR,BQ,ES,Common Stock,#N/A N/A,#N/A N/A,
MVCE T1 Equity,Metrovacesa SA,EUR,T1,ES,Common Stock,#N/A N/A,#N/A N/A,
OHL EU Equity,Obrascon Huarte Lain SA,EUR,EU,ES,Common Stock,0.745,2336520,
VID EU Equity,Vidrala SA,EUR,EU,ES,Common Stock,75.4,71791.27,
YMAN SM Equity,Mansfield Invest Socimi SA,EUR,SM,ES,Common Stock,1.21,35.23333,
0122261D SM Equity,Cia Logistica de Hidrocarburos CLH SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
AMSE I2 Equity,Amadeus IT Group SA,EUR,I2,ES,Common Stock,57.78,478571.7,
BBVAE EB Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,EB,ES,Common Stock,5.095,13726880,
BBVAE S1 Equity,Banco Bilbao Vizcaya Argentaria SA,EUR,S1,ES,Common Stock,#N/A N/A,0,
CIXPF US Equity,CaixaBank SA,USD,US,ES,Common Stock,3.56,2922.699951,
ECG SM Equity,Euroconsult Engineering Consulting Group SA,EUR,SM,ES,Common Stock,1.6,0,
ENG EU Equity,Enagas SA,EUR,EU,ES,Common Stock,21.45,1972241,
LABFF US Equity,Laboratorios Farmaceuticos Rovi SA,USD,US,ES,Common Stock,0.03,27.16666603,
REP GY Equity,Repsol SA,EUR,GY,ES,Common Stock,14.945,35746.8,
SGREN MM Equity,Siemens Gamesa Renewable Energy SA,MXN,MM,ES,Common Stock,416,159.1667,
YGAV SM Equity,Gavari Properties Socimi SA,EUR,SM,ES,Common Stock,24.2,68.9,
0SYQ LN Equity,Codere SA/Spain,EUR,LN,ES,Common Stock,#N/A N/A,#N/A N/A,
1076Z SM Equity,Banco Cooperativo Espanol SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
3465593Q SM Equity,Grupo Ferrovial SA,EUR,SM,ES,Common Stock,#N/A N/A,#N/A N/A,
67E GR Equity,Wallbox NV,EUR,GR,ES,Common Stock,9.116,44.83333,
AJ3 GR Equity,Acciona SA,EUR,GR,ES,Common Stock,187.3,9.166667,
BSD2 GY Equity,Banco Santander SA,EUR,GY,ES,Common Stock,3.0305,134301,
CAF1 EU Equity,Construcciones y Auxiliar de Ferrocarriles SA,EUR,EU,ES,Common Stock,30.25,109296.5,
GAN GR Equity,Naturgy Energy Group SA,EUR,GR,ES,Common Stock,27.69,186.6,
OZTA GF Equity,Grifols SA,EUR,GF,ES,Common Stock,19.445,63.4,
TFA BB Equity,Telefonica SA,EUR,BB,ES,Common Stock,4.79,822.6,
VISE S1 Equity,Viscofan SA,EUR,S1,ES,Common Stock,52.1,5.6,
0H4N LI Equity,Siemens Gamesa Renewable Energy SA,EUR,LI,ES,Common Stock,17.945,149267.1,
1NN TH Equity,Neinor Homes SA,EUR,TH,ES,Common Stock,11.2,4.8,
ANEEUR EO Equity,Corp ACCIONA Energias Renovables SA,EUR,EO,ES,Common Stock,#N/A N/A,#N/A N/A,
CLNXF US Equity,Cellnex Telecom SA,USD,US,ES,Common Stock,45.86,1046.266724,
ENCE EB Equity,Ence Energia y Celulosa SA,EUR,EB,ES,Common Stock,3.583,552136.4,
